"fdb_8789","bbe_33367","1.0"
"fdb_6602","bbe_13445","0.6"
"fdb_2908","bbe_18680","0.5"
"fdb_12531","bbe_46576","1.0"
"fdb_12797","bbe_2472","0.6"
"fdb_13192","bbe_10438","1.0"
"fdb_14918","bbe_13858","0.5"
"fdb_3714","bbe_34411","0.6"
"fdb_7162","bbe_22318","1.0"
"fdb_16137","bbe_5219","1.0"
"fdb_4358","bbe_14839","1.0"
"fdb_9578","bbe_9105","0.5"
"fdb_5976","bbe_17324","0.6"
"fdb_8711","bbe_42157","0.6"
"fdb_3581","bbe_49693","1.0"
"fdb_9418","bbe_37102","0.5"
"fdb_8809","bbe_20401","0.6"
"fdb_14838","bbe_52137","0.6"
"fdb_9450","bbe_20862","0.6"
"fdb_12378","bbe_6324","1.0"
"fdb_4779","bbe_36709","1.0"
"fdb_9728","bbe_22897","1.0"
"fdb_15339","bbe_15098","0.6"
"fdb_10699","bbe_4562","0.6"
"fdb_6753","bbe_16964","1.0"
"fdb_10014","bbe_455","0.6"
"fdb_2182","bbe_11729","1.0"
"fdb_9364","bbe_30921","1.0"
"fdb_13736","bbe_34517","1.0"
"fdb_11046","bbe_2285","0.6"
"fdb_13153","bbe_13224","0.6"
"fdb_12817","bbe_35181","1.0"
"fdb_5546","bbe_30934","0.5"
"fdb_8815","bbe_4063","1.0"
"fdb_12417","bbe_7185","1.0"
"fdb_4314","bbe_450","1.0"
"fdb_7263","bbe_19421","1.0"
"fdb_14293","bbe_32470","0.6"
"fdb_5437","bbe_14941","0.5"
"fdb_6007","bbe_5587","0.5"
"fdb_12616","bbe_40326","0.8"
"fdb_8011","bbe_12969","1.0"
"fdb_11014","bbe_36969","0.5714285714285714"
"fdb_11066","bbe_25392","0.5"
"fdb_8792","bbe_39027","0.6"
"fdb_11095","bbe_48758","0.5"
"fdb_16631","bbe_49949","0.75"
"fdb_9244","bbe_26241","1.0"
"fdb_1249","bbe_51496","0.6"
"fdb_5153","bbe_33413","0.5"
"fdb_4019","bbe_3127","1.0"
"fdb_9430","bbe_4217","0.5"
"fdb_2597","bbe_31695","0.6"
"fdb_12438","bbe_43352","1.0"
"fdb_714","bbe_7706","0.5"
"fdb_7293","bbe_46168","0.6"
"fdb_1125","bbe_44082","1.0"
"fdb_11330","bbe_17718","1.0"
"fdb_2609","bbe_48758","0.5"
"fdb_11362","bbe_47321","1.0"
"fdb_7937","bbe_12778","0.5"
"fdb_4870","bbe_33766","0.6"
"fdb_13306","bbe_6682","1.0"
"fdb_8847","bbe_44260","1.0"
