bbe_26596,fdb_14543,FALSE
bbe_45823,fdb_9226,FALSE
bbe_36248,fdb_13802,FALSE
bbe_10900,fdb_17148,FALSE
bbe_1451,fdb_5312,FALSE
bbe_48012,fdb_11740,FALSE
bbe_22755,fdb_12108,FALSE
bbe_17435,fdb_10317,FALSE
bbe_46181,fdb_16235,FALSE
bbe_11474,fdb_9216,FALSE
bbe_12055,fdb_10670,FALSE
bbe_34794,fdb_1191,FALSE
bbe_50066,fdb_11168,FALSE
bbe_33127,fdb_10031,FALSE
bbe_48885,fdb_11513,FALSE
bbe_30497,fdb_7481,FALSE
bbe_10104,fdb_10203,FALSE
bbe_39015,fdb_1957,FALSE
bbe_6217,fdb_10108,FALSE
bbe_9435,fdb_15184,FALSE
bbe_40928,fdb_6120,FALSE
bbe_38756,fdb_13334,FALSE
bbe_50247,fdb_15677,FALSE
bbe_43864,fdb_6916,FALSE
bbe_15789,fdb_5490,FALSE
bbe_10477,fdb_12221,FALSE
bbe_11554,fdb_7403,FALSE
bbe_47657,fdb_3172,FALSE
bbe_16506,fdb_4484,FALSE
bbe_14685,fdb_7827,FALSE
bbe_13398,fdb_6887,FALSE
bbe_7126,fdb_9842,FALSE
bbe_9223,fdb_1305,FALSE
bbe_1352,fdb_15493,FALSE
bbe_40448,fdb_8919,FALSE
bbe_33253,fdb_1700,FALSE
bbe_47735,fdb_106,FALSE
bbe_857,fdb_8105,FALSE
bbe_31166,fdb_10571,FALSE
bbe_13296,fdb_7049,FALSE
bbe_13696,fdb_3381,FALSE
bbe_27882,fdb_10254,FALSE
bbe_38129,fdb_792,FALSE
bbe_30530,fdb_2789,FALSE
bbe_5216,fdb_9423,FALSE
bbe_22702,fdb_11779,FALSE
bbe_32705,fdb_10141,FALSE
bbe_30936,fdb_9479,FALSE
bbe_2178,fdb_15618,FALSE
bbe_27640,fdb_4577,FALSE
bbe_5,fdb_9755,FALSE
bbe_12626,fdb_15953,FALSE
bbe_11828,fdb_12977,FALSE
bbe_26382,fdb_7376,FALSE
bbe_19222,fdb_8315,FALSE
bbe_16052,fdb_11222,FALSE
bbe_34130,fdb_3334,FALSE
bbe_32586,fdb_8420,FALSE
bbe_41375,fdb_16649,FALSE
bbe_16967,fdb_15790,FALSE
bbe_30278,fdb_637,FALSE
bbe_46382,fdb_11428,FALSE
bbe_38191,fdb_13712,FALSE
bbe_14523,fdb_9164,FALSE
bbe_3688,fdb_13746,FALSE
bbe_5528,fdb_229,FALSE
bbe_30719,fdb_3606,FALSE
bbe_28731,fdb_1236,FALSE
bbe_16059,fdb_7250,FALSE
bbe_16616,fdb_2023,FALSE
bbe_295,fdb_15882,FALSE
bbe_24775,fdb_965,FALSE
bbe_45592,fdb_9695,FALSE
bbe_22733,fdb_9581,FALSE
bbe_16821,fdb_9074,FALSE
bbe_20061,fdb_9206,FALSE
bbe_26574,fdb_5024,FALSE
bbe_28965,fdb_2654,FALSE
bbe_40489,fdb_3864,FALSE
bbe_34315,fdb_12425,FALSE
bbe_20854,fdb_7674,FALSE
bbe_6730,fdb_1682,FALSE
bbe_17919,fdb_4235,FALSE
bbe_7190,fdb_3780,FALSE
bbe_48968,fdb_16378,FALSE
bbe_18912,fdb_4209,FALSE
bbe_37076,fdb_5409,FALSE
bbe_7653,fdb_6939,FALSE
bbe_32759,fdb_15949,FALSE
bbe_474,fdb_12559,FALSE
bbe_15156,fdb_7622,FALSE
bbe_36883,fdb_17088,FALSE
bbe_32581,fdb_15103,FALSE
bbe_19140,fdb_3915,FALSE
bbe_11220,fdb_11721,FALSE
bbe_9937,fdb_5897,FALSE
bbe_10696,fdb_2566,FALSE
bbe_24268,fdb_16657,FALSE
bbe_26813,fdb_9529,FALSE
bbe_20847,fdb_4982,FALSE
bbe_42344,fdb_14613,FALSE
bbe_11388,fdb_5005,FALSE
bbe_12363,fdb_16900,FALSE
bbe_18094,fdb_2850,FALSE
bbe_4811,fdb_2649,FALSE
bbe_46919,fdb_13368,FALSE
bbe_14163,fdb_6803,FALSE
bbe_17466,fdb_15451,FALSE
bbe_45325,fdb_12390,FALSE
bbe_47807,fdb_15546,FALSE
bbe_25405,fdb_1291,FALSE
bbe_5606,fdb_1639,FALSE
bbe_32334,fdb_11316,FALSE
bbe_40222,fdb_11444,FALSE
bbe_18186,fdb_16828,FALSE
bbe_25912,fdb_11701,FALSE
bbe_27253,fdb_6306,FALSE
bbe_39810,fdb_17189,FALSE
bbe_3201,fdb_8370,FALSE
bbe_21415,fdb_8706,FALSE
bbe_35281,fdb_10202,FALSE
bbe_46077,fdb_3047,FALSE
bbe_9043,fdb_13411,FALSE
bbe_23608,fdb_1194,FALSE
bbe_16860,fdb_9971,FALSE
bbe_12799,fdb_1365,FALSE
bbe_36387,fdb_12860,FALSE
bbe_52468,fdb_8542,FALSE
bbe_42166,fdb_436,FALSE
bbe_28224,fdb_8610,FALSE
bbe_42730,fdb_2118,FALSE
bbe_1096,fdb_13992,FALSE
bbe_9693,fdb_3204,FALSE
bbe_33666,fdb_16107,FALSE
bbe_8764,fdb_8504,FALSE
bbe_11006,fdb_12525,FALSE
bbe_25104,fdb_8588,FALSE
bbe_41491,fdb_12404,FALSE
bbe_25523,fdb_5528,FALSE
bbe_6317,fdb_9897,FALSE
bbe_12849,fdb_13084,FALSE
bbe_24224,fdb_13446,FALSE
bbe_7296,fdb_16844,FALSE
bbe_32374,fdb_6395,FALSE
bbe_34564,fdb_5419,FALSE
bbe_33398,fdb_653,FALSE
bbe_46790,fdb_6062,FALSE
bbe_37383,fdb_7818,FALSE
bbe_2303,fdb_17208,FALSE
bbe_38326,fdb_15221,FALSE
bbe_42723,fdb_12300,FALSE
bbe_51804,fdb_8676,FALSE
bbe_9702,fdb_12527,FALSE
bbe_49022,fdb_5568,FALSE
bbe_27085,fdb_16394,FALSE
bbe_8378,fdb_2581,FALSE
bbe_30701,fdb_9508,FALSE
bbe_35253,fdb_13865,FALSE
bbe_32839,fdb_9855,FALSE
bbe_26030,fdb_4241,FALSE
bbe_33098,fdb_1718,FALSE
bbe_12773,fdb_3550,FALSE
bbe_20675,fdb_10439,FALSE
bbe_27581,fdb_5294,FALSE
bbe_19183,fdb_14494,FALSE
bbe_44478,fdb_17151,FALSE
bbe_28729,fdb_8202,FALSE
bbe_44635,fdb_1511,FALSE
bbe_14099,fdb_12380,FALSE
bbe_35435,fdb_11519,FALSE
bbe_28819,fdb_15506,FALSE
bbe_26653,fdb_14255,FALSE
bbe_39686,fdb_1232,FALSE
bbe_31008,fdb_15153,FALSE
bbe_25531,fdb_5050,FALSE
bbe_6688,fdb_16637,FALSE
bbe_19735,fdb_342,FALSE
bbe_28929,fdb_11296,FALSE
bbe_39841,fdb_11509,FALSE
bbe_46220,fdb_1650,FALSE
bbe_36308,fdb_9827,FALSE
bbe_29219,fdb_12236,FALSE
bbe_25667,fdb_7777,FALSE
bbe_42006,fdb_6109,FALSE
bbe_39943,fdb_6138,FALSE
bbe_42285,fdb_7702,FALSE
bbe_50713,fdb_528,FALSE
bbe_10141,fdb_385,FALSE
bbe_5585,fdb_868,FALSE
bbe_6074,fdb_7487,FALSE
bbe_43814,fdb_15830,FALSE
bbe_7009,fdb_5582,FALSE
bbe_24566,fdb_9748,FALSE
bbe_45800,fdb_12632,FALSE
bbe_51488,fdb_5042,FALSE
bbe_40061,fdb_8748,FALSE
bbe_46798,fdb_12885,FALSE
bbe_35322,fdb_5870,FALSE
bbe_3143,fdb_3699,FALSE
bbe_22967,fdb_3305,FALSE
bbe_39299,fdb_12250,FALSE
bbe_39646,fdb_1885,FALSE
bbe_31262,fdb_12574,FALSE
bbe_12694,fdb_3581,FALSE
bbe_3504,fdb_6466,FALSE
bbe_22941,fdb_3318,FALSE
bbe_19768,fdb_16543,FALSE
bbe_47758,fdb_6278,FALSE
bbe_34687,fdb_7859,FALSE
bbe_800,fdb_12656,FALSE
bbe_24450,fdb_7095,FALSE
bbe_52179,fdb_17041,FALSE
bbe_19308,fdb_6344,FALSE
bbe_37198,fdb_8479,FALSE
bbe_3632,fdb_3851,FALSE
bbe_40880,fdb_9020,FALSE
bbe_24946,fdb_16528,FALSE
bbe_1514,fdb_9006,FALSE
bbe_11545,fdb_11573,FALSE
bbe_30643,fdb_2952,FALSE
bbe_26994,fdb_10127,FALSE
bbe_29521,fdb_7075,FALSE
bbe_11229,fdb_5682,FALSE
bbe_42683,fdb_9555,FALSE
bbe_17764,fdb_1283,FALSE
bbe_33649,fdb_4060,FALSE
bbe_35054,fdb_927,FALSE
bbe_19012,fdb_8386,FALSE
bbe_42376,fdb_17140,FALSE
bbe_24446,fdb_8550,FALSE
bbe_8191,fdb_14221,FALSE
bbe_44682,fdb_9291,FALSE
bbe_4810,fdb_9795,FALSE
bbe_17831,fdb_4962,FALSE
bbe_45604,fdb_3445,FALSE
bbe_23806,fdb_15323,FALSE
bbe_17425,fdb_6846,FALSE
bbe_7966,fdb_11284,FALSE
bbe_22137,fdb_10689,FALSE
bbe_22725,fdb_15975,FALSE
bbe_4012,fdb_5283,FALSE
bbe_46923,fdb_16407,FALSE
bbe_39032,fdb_12947,FALSE
bbe_23254,fdb_14016,FALSE
bbe_18233,fdb_4161,FALSE
bbe_42427,fdb_5225,FALSE
bbe_8283,fdb_4443,FALSE
bbe_28708,fdb_11130,FALSE
bbe_24529,fdb_4866,FALSE
bbe_22197,fdb_5949,FALSE
