"[0] BookTitleComparatorLowerJaccard","[1] BookAuthorComparatorLowerJaccard","[2] BookReleaseDateComparatorWeightedDateSimilarity"
"0.3333333333333333","1.0","0.0"
"1.0","0.0","NaN"
"0.14285714285714285","1.0","0.0"
"0.0","0.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.5714285714285714","1.0","0.0"
"0.4","1.0","0.0"
"1.0","0.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.6","0.0","0.0"
"0.5","1.0","NaN"
"0.0","0.0","0.0"
"0.5","1.0","0.0"
"1.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","1.0","0.0"
"0.3333333333333333","0.3333333333333333","0.0"
"0.2727272727272727","1.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.3333333333333333","1.0","0.0"
"0.6","0.16666666666666666","0.0"
"0.5","1.0","0.0"
"0.7142857142857143","1.0","0.0"
"0.16666666666666666","1.0","0.0"
"0.3333333333333333","0.3333333333333333","0.0"
"0.3333333333333333","0.0","0.0"
"0.6","0.16666666666666666","0.0"
"1.0","0.0","0.0"
"0.6","0.16666666666666666","0.0"
"0.3333333333333333","0.3333333333333333","0.0"
"0.3333333333333333","0.0","0.0"
"1.0","0.0","0.0"
"0.4444444444444444","1.0","NaN"
"0.5","1.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.0","0.0","0.0"
"0.42857142857142855","1.0","NaN"
"1.0","0.25","NaN"
"0.5","0.0","0.0"
"0.5","0.0","0.0"
"0.42857142857142855","1.0","0.0"
"0.6","0.16666666666666666","0.0"
"0.5","1.0","0.0"
"0.375","1.0","0.0"
"1.0","0.0","0.0"
"0.4444444444444444","1.0","0.0"
"0.5","0.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.6","0.16666666666666666","0.0"
"0.8888888888888888","0.0","0.0"
"0.5","1.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.25","1.0","0.0"
"0.3333333333333333","0.0","0.0"
"1.0","0.0","0.0"
"1.0","0.0","0.0"
"0.5","0.0","0.0"
"0.3333333333333333","1.0","0.0"
"0.4","0.3333333333333333","NaN"
"1.0","0.16666666666666666","NaN"
"1.0","0.0","0.0"
"0.6","0.0","0.0"
"1.0","0.0","0.0"
"0.45454545454545453","1.0","0.0"
"1.0","0.0","0.0"
"0.6","0.16666666666666666","0.0"
"0.2222222222222222","1.0","0.0"
"0.3333333333333333","1.0","0.0"
"0.5","1.0","0.0"
"0.0","0.0","0.0"
"0.75","1.0","0.0"
"0.45454545454545453","1.0","NaN"
"0.3333333333333333","0.0","0.0"
"0.75","0.2","0.0"
"0.3333333333333333","0.0","0.0"
"1.0","0.25","0.0"
"0.5","1.0","NaN"
"0.375","1.0","0.0"
"0.6","0.16666666666666666","0.0"
"0.21428571428571427","0.3333333333333333","0.0"
"0.6","1.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.4166666666666667","1.0","NaN"
"1.0","0.0","0.0"
"0.6","0.0","NaN"
"0.75","0.2","0.0"
"0.5","0.0","0.0"
"1.0","0.0","0.0"
"0.3333333333333333","0.0","0.0"
"1.0","0.0","0.0"
"0.6","0.0","0.0"
"0.2727272727272727","1.0","0.0"
"1.0","0.0","0.0"
"1.0","0.0","0.0"
"0.3333333333333333","0.0","0.0"
"0.375","0.5","0.0"
"1.0","0.0","0.0"
"0.42857142857142855","1.0","0.0"
"0.6","0.0","0.0"
"0.6","1.0","0.0"
